ALCodigo,Asignatura,Semestre,Grupo,MatrículaInicial,MatrículaEfectiva,NoDeserciones,Aprobados,Reprobados,NotaMáxima,NotaMínima,NotaPromedio
2018,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2018,4T1-CO/R,10,10,0,6,4,80,0,47.8
2018,SIMULACION,PRIMER SEMESTRE 2018,4T1-CO/R,4,0,4,0,0,0,0,0
2018,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2018,4T1-CO/R,2,1,1,1,0,90,90,90
2018,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2018,4T2-CO,17,17,0,17,0,84,60,69.411764
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2018,4T2-CO,17,17,0,17,0,94,61,70.529411
2018,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2018,4T2-CO,22,22,0,22,0,95,64,76.090909
2018,SIMULACION,PRIMER SEMESTRE 2018,4T2-CO,15,15,0,15,0,88,60,69.733333
2018,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2018,4T3-CO,30,30,0,30,0,93,60,78.366666
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2018,4T3-CO,17,17,0,17,0,82,72,77.764705
2018,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2018,4T3-CO,26,26,0,26,0,77,60,64.730769
2018,SIMULACION,PRIMER SEMESTRE 2018,4T3-CO,32,32,0,32,0,94,60,76.9375
2018,APLICACIONES GRAFICAS,PRIMER SEMESTRE 2018,5T1-CO,28,28,0,28,0,98,61,81.214285
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2018,5T1-CO,28,28,0,28,0,98,60,79.428571
2018,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2018,5T1-CO,36,36,0,36,0,83,63,74.694444
2018,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2018,5T1-CO,32,32,0,32,0,90,60,72.03125
2018,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2018,5T1-CO,37,37,0,37,0,86,60,69.27027
2018,APLICACIONES GRAFICAS,PRIMER SEMESTRE 2018,5T1-CO/R,2,2,0,2,0,85,85,85
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2018,5T1-CO/R,6,2,4,2,0,61,61,61
2018,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2018,5T1-CO/R,6,6,0,6,0,60,60,60
2018,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2018,5T1-CO/R,9,7,2,5,2,69,35,55.857142
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2018,5T2-CO,19,19,0,19,0,91,60,77.894736
2018,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2018,5T2-CO,18,18,0,18,0,60,60,60
2018,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2018,5T2-CO,17,17,0,17,0,90,60,70.235294
2018,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2018,5T2-CO,18,18,0,18,0,100,60,75.333333
2018,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2018,5T2-CO,12,12,0,12,0,97,64,79.416666
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2018,5T3-CO,20,20,0,20,0,93,60,74.35
2018,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2018,5T3-CO,13,13,0,13,0,84,60,70
2018,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2018,5T3-CO,25,25,0,25,0,90,60,66.4
2018,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2018,5T3-CO,27,27,0,27,0,100,60,73.185185
2018,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2018,5T3-CO,20,20,0,20,0,90,60,72.7
2018,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2018,1M1-CO,25,25,0,19,6,85,59,73.48
2018,INGLES II,SEGUNDO SEMESTRE 2018,1M1-CO,25,23,2,20,3,100,0,58.956521
2018,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2018,1M1-CO,31,31,0,24,7,100,0,60.354838
2018,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2018,1M1-CO,28,26,2,25,1,99,32,75.615384
2018,REDACCION TECNICA,SEGUNDO SEMESTRE 2018,1M1-CO,28,25,3,21,4,99,0,68.28
2018,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2018,1M2-CO,29,28,1,23,5,96,23,72
2018,INGLES II,SEGUNDO SEMESTRE 2018,1M2-CO,29,25,4,20,5,100,0,55.72
2018,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2018,1M2-CO,27,27,0,24,3,100,15,67.629629
2018,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2018,1M2-CO,35,34,1,31,3,100,0,65.470588
2018,REDACCION TECNICA,SEGUNDO SEMESTRE 2018,1M2-CO,32,28,4,23,5,97,0,61.928571
2018,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2018,1M3-CO,30,30,0,28,2,80,59,68.533333
2018,INGLES II,SEGUNDO SEMESTRE 2018,1M3-CO,16,15,1,15,0,95,67,76.8
2018,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2018,1M3-CO,27,26,1,24,2,78,0,62.807692
2018,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2018,1M3-CO,30,28,2,26,2,100,22,73.928571
2018,REDACCION TECNICA,SEGUNDO SEMESTRE 2018,1M3-CO,27,27,0,24,3,81,0,61.592592
2018,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2018,1M4-CO,22,21,1,21,0,94,60,80.95238
2018,INGLES II,SEGUNDO SEMESTRE 2018,1M4-CO,24,22,2,22,0,93,62,73.727272
2018,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2018,1M4-CO,22,21,1,21,0,92,60,77.095238
2018,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2018,1M4-CO,24,22,2,19,3,76,0,57.363636
2018,REDACCION TECNICA,SEGUNDO SEMESTRE 2018,1M4-CO,24,22,2,17,5,100,0,58
2018,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2018,1M5-CO,24,24,0,22,2,70,59,63.083333
2018,INGLES II,SEGUNDO SEMESTRE 2018,1M5-CO,24,22,2,22,0,94,68,82.363636
2018,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2018,1M5-CO,24,23,1,21,2,93,13,68.608695
2018,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2018,1M5-CO,25,23,2,16,7,100,0,55.043478
2018,REDACCION TECNICA,SEGUNDO SEMESTRE 2018,1M5-CO,30,30,0,25,5,91,0,59.666666
2018,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2018,2M1-CO,19,18,1,15,3,94,47,71.944444
2018,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2018,2M1-CO,24,21,3,21,0,98,71,80.190476
2018,FISICA I,SEGUNDO SEMESTRE 2018,2M1-CO,19,17,2,16,1,80,40,60.235294
2018,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2018,2M1-CO,18,17,1,17,0,97,60,79.470588
2018,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2018,2M1-CO,23,23,0,22,1,86,39,74.173913
2018,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2018,2M2-CO,31,28,3,18,10,100,10,58.571428
2018,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2018,2M2-CO,34,34,0,34,0,97,71,79.411764
2018,FISICA I,SEGUNDO SEMESTRE 2018,2M2-CO,31,27,4,22,5,85,0,55.444444
2018,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2018,2M2-CO,22,18,4,7,11,85,0,37.611111
2018,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2018,2M2-CO,27,20,7,15,5,98,0,61.35
2018,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2018,2M3-CO,28,28,0,15,13,84,2,50.142857
2018,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2018,2M3-CO,31,31,0,31,0,93,63,73.129032
2018,FISICA I,SEGUNDO SEMESTRE 2018,2M3-CO,31,26,5,21,5,85,0,57
2018,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2018,2M3-CO,17,17,0,8,9,100,0,42.647058
2018,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2018,2M3-CO,24,20,4,14,6,90,0,58.1
2018,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2018,2M4-CO,30,27,3,18,9,96,21,66.592592
2018,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2018,2M4-CO,26,25,1,25,0,83,64,75.52
2018,FISICA I,SEGUNDO SEMESTRE 2018,2M4-CO,25,24,1,15,9,80,0,39.583333
2018,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2018,2M4-CO,19,17,2,17,0,94,61,80.17647
2018,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2018,2M4-CO,24,24,0,24,0,95,60,74
2018,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2018,2M5-CO,33,33,0,31,2,95,25,74.575757
2018,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2018,2M5-CO,19,19,0,19,0,100,68,90.947368
2018,FISICA I,SEGUNDO SEMESTRE 2018,2M5-CO,16,13,3,12,1,98,0,66
2018,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2018,2M5-CO,14,11,3,5,6,83,0,39.636363
2018,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2018,2M5-CO,18,18,0,17,1,95,0,74.444444
2018,BASES DE DATOS,SEGUNDO SEMESTRE 2018,3T1-CO,40,40,0,40,0,95,62,81.025
2018,ECONOMIA,SEGUNDO SEMESTRE 2018,3T1-CO,40,40,0,40,0,100,81,93.825
2018,ESTADISTICA I,SEGUNDO SEMESTRE 2018,3T1-CO,40,40,0,35,5,82,0,56.575
2018,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2018,3T1-CO,40,40,0,40,0,100,81,94.925
2018,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2018,3T1-CO,40,40,0,39,1,100,27,85.45
2018,FISICA II,SEGUNDO SEMESTRE 2018,3T1-CO/P,5,5,0,5,0,60,60,60
2018,BASES DE DATOS,SEGUNDO SEMESTRE 2018,3T2-CO,34,30,4,22,8,96,23,67.266666
2018,ECONOMIA,SEGUNDO SEMESTRE 2018,3T2-CO,29,28,1,28,0,100,79,87.428571
2018,ESTADISTICA I,SEGUNDO SEMESTRE 2018,3T2-CO,33,33,0,22,11,90,0,48.727272
2018,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2018,3T2-CO,38,38,0,37,1,100,0,88.578947
2018,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2018,3T2-CO,28,28,0,28,0,92,62,79.571428
2018,BASES DE DATOS,SEGUNDO SEMESTRE 2018,3T3-CO,40,33,7,25,8,95,19,65.939393
2018,ECONOMIA,SEGUNDO SEMESTRE 2018,3T3-CO,39,39,0,39,0,100,75,89.743589
2018,ESTADISTICA I,SEGUNDO SEMESTRE 2018,3T3-CO,40,40,0,29,11,100,0,57.075
2018,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2018,3T3-CO,39,39,0,39,0,100,77,94.897435
2018,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2018,3T3-CO,40,39,1,38,1,100,57,85.307692
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2018,4T1-CO,25,23,2,23,0,98,62,79.521739
2018,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2018,4T1-CO,36,32,4,32,0,92,60,69.4375
2018,CONTROL,SEGUNDO SEMESTRE 2018,4T1-CO,21,20,1,20,0,97,60,77.7
2018,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2018,4T1-CO,38,37,1,28,9,80,24,57.945945
2018,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2018,4T1-CO,23,23,0,20,3,88,0,63.260869
2018,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2018,4T3-CO,20,20,0,20,0,87,63,76.65
2018,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2018,4T3-CO,30,27,3,26,1,97,39,77.555555
2018,CONTROL,SEGUNDO SEMESTRE 2018,4T3-CO,40,40,0,37,3,95,0,66.175
2018,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2018,4T3-CO,32,30,2,27,3,90,20,65.6
2018,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2018,4T3-CO,37,32,5,32,0,91,70,84.125
2018,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2018,5T1-CO,29,29,0,29,0,96,60,84.620689
2018,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2018,5T1-CO,27,25,2,22,3,76,14,59.36
2018,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2018,5T2-CO,19,19,0,9,10,100,0,40.789473
2018,SISTEMAS DISTRIBUIDOS,SEGUNDO SEMESTRE 2018,5T2-CO,26,22,4,18,4,86,31,65.681818
2018,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2018,5T3-CO,24,24,0,23,0,96,75,90
2018,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2018,5T3-CO,31,31,0,21,10,100,0,52.580645
